@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
295500 , 13.18 , 1.65 , 338 , 104.8 , 8.37 
295600 , 13.18 , 1.65 , 344 , 104.59 , 8.26 
295700 , 13.17 , 1.64 , 348 , 104.48 , 8.16 
295800 , 13.15 , 1.65 , 350 , 105.77 , 8.55 
295900 , 13.15 , 1.63 , 350 , 105.49 , 8.07 
296000 , 13.18 , 1.63 , 344 , 103.87 , 8.44 
296100 , 13.19 , 1.63 , 342 , 104.46 , 8.69 
296200 , 13.17 , 1.63 , 346 , 105.02 , 8 
296300 , 13.19 , 1.63 , 344 , 104.69 , 8.14 
296353 , 13.19 , 1.73 , 344 , 105.8 , 7.34 
296400 , 13.16 , 1.69 , 350 , 105.61 , 8.63 
296500 , 13.19 , 1.63 , 354 , 103.86 , 8.92 
296600 , 13.18 , 1.63 , 342 , 105 , 8.14 
296602 , 13.17 , 1.65 , 438 , 104.61 , 7.7 
296603 , 13.15 , 1.72 , 344 , 105.69 , 7.65 
296608 , 13.16 , 1.73 , 354 , 106.36 , 7.99 
296700 , 13.19 , 1.63 , 378 , 104.15 , 7.9 
296800 , 13.2 , 1.62 , 392 , 103.5 , 7.96 
296900 , 13.17 , 1.65 , 342 , 105.44 , 8.35 
297000 , 13.18 , 1.61 , 356 , 104.62 , 8.84 
297100 , 13.19 , 1.64 , 352 , 104.74 , 8.64 
297200 , 13.19 , 1.62 , 388 , 105.35 , 8.08 
297300 , 13.18 , 1.63 , 348 , 104.13 , 8.04 
297400 , 13.17 , 1.63 , 348 , 104.59 , 8.19 
297500 , 13.18 , 1.63 , 348 , 104.66 , 8.8 
297515 , 13.18 , 1.67 , 460 , 106.32 , 7.79 
297600 , 13.18 , 1.66 , 354 , 106.95 , 7.91 
297700 , 13.18 , 1.63 , 348 , 103.81 , 8.37 
297701 , 13.18 , 1.72 , 356 , 106.49 , 7.39 
297800 , 13.15 , 1.65 , 352 , 105.03 , 8.44 
297900 , 13.19 , 1.64 , 358 , 104.51 , 8.56 
298000 , 13.16 , 1.65 , 342 , 104.46 , 8.38 
298100 , 13.14 , 1.64 , 346 , 104.64 , 8.86 
298200 , 13.15 , 1.66 , 360 , 104.95 , 8.9 
298300 , 13.15 , 1.69 , 354 , 106.43 , 9.04 
298400 , 13.14 , 1.65 , 356 , 104.24 , 8.33 
298500 , 13.13 , 1.64 , 350 , 104.04 , 8.62 
298600 , 13.15 , 1.65 , 360 , 105.49 , 8.49 
298700 , 13.14 , 1.65 , 346 , 104.85 , 8.39 
298800 , 13.16 , 1.67 , 360 , 106.32 , 8.83 
298900 , 13.14 , 1.64 , 358 , 104.53 , 8.44 
299000 , 13.17 , 1.66 , 350 , 104.6 , 8.17 
299100 , 13.17 , 1.65 , 346 , 104.21 , 8.39 
299157 , 13.15 , 1.74 , 342 , 105.59 , 7.67 
299200 , 13.2 , 1.7 , 344 , 106.47 , 8.74 
299300 , 13.18 , 1.65 , 356 , 103.96 , 8.17 
299301 , 13.19 , 1.66 , 408 , 107.12 , 7.81 
299312 , 13.2 , 1.73 , 346 , 107.05 , 7.57 
299400 , 13.19 , 1.64 , 342 , 103.97 , 8.57 
299500 , 13.18 , 1.64 , 362 , 104.61 , 8.97 
299600 , 13.22 , 1.65 , 356 , 106.01 , 8.02 
299700 , 13.19 , 1.66 , 346 , 105.58 , 8.25 
299800 , 13.21 , 1.63 , 348 , 104.32 , 8.89 
299900 , 13.17 , 1.64 , 354 , 104.37 , 8.16 
300000 , 13.18 , 1.64 , 352 , 104.86 , 8.65 
